Matricula,Razon_Soc,Direccion,Localidad,Partido_Depto,PROVINCIA,CodPost,EMail,Telefono,CUIT,FechaInsc,Actividad
31217,"COOP DE VIVIENDA ""4 DE MAYO"" LTDA",HEREDIA N° 1072 piso 1 Of/Dto/Loc:E,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1427,,,,02/11/2006,VIVIENDA Y CONSTRUCCION
31218,COOP DE TRABAJO ARGENTINA DE MARKETING Y SERVICIOS LTDA,25 DE MAYO N° 158 piso 4 Of/Dto/Loc:97,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1002,,,,02/11/2006,TRABAJO
31219,COOP DE VIVIENDA DE PUEBLOS ORIGINARIOS SOL NACIENTE LTDA,ESTADOS UNIDOS N° 1331 piso PB Of/Dto/Loc:8A,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1101,,,,02/11/2006,VIVIENDA Y CONSTRUCCION
31220,COOP DE TRABAJO LITORAL LTDA,MZ 239 B° SANTA ANA,SANTA ANA,CANDELARIA,MISIONES,N3316,,,,02/11/2006,TRABAJO
31221,COOP DE VIVIENDA BETHEL LTDA,PANAHOLMA N° 1544,CORDOBA,CAPITAL (CBA),CORDOBA,X5000,,,,02/11/2006,VIVIENDA Y CONSTRUCCION
31222,COOP DE TRABAJO LOS OBREROS DE SAN ESTEBAN LTDA,AV. CAPDEVILLA,SAN ESTEBAN,PUNILLA,CORDOBA,X5182,,,,02/11/2006,TRABAJO
31223,COOP DE TRABAJO SAN CAYETANO LTDA,CASA 6 B° AYUDA MUTUA,2 DE MAYO,CAINGUAS,MISIONES,N3337,,,,03/11/2006,TRABAJO
31224,"COOP DE VIVIENDA, CREDITO Y CONSUMO ""CREDIONCE"" LTDA",AV. RIVADAVIA N° 2774 piso 5 Of/Dto/Loc:1,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1034ACT,,,,03/11/2006,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
31225,"COOP AGROPECUARIA ""TESORO DEL VALLE"" LTDA",HERMANO FRANCISCO,VAQUEROS,LA CALDERA,SALTA,A4401,,,,03/11/2006,AGROPECUARIA
31226,"COOP DE TRABAJO MUJERES EN UNION Y ESFUERZO ""MUYE"" LTDA",GRIERSON N° 727,RIO GALLEGOS,GUER AIKE,SANTA CRUZ,Z9400,,,,03/11/2006,TRABAJO
31227,"COOP DE PROVISION DE SERVICIOS PARA TRANSPORTISTAS ""LA PIONERA"" LTDA",PRINGLES N° 1540,AGUILARES,RIO CHICO (TU),TUCUMAN,T4152,,,,03/11/2006,DE PROVISION
31228,COOP DE TRABAJO DEL LITORAL LTDA,JACOBO LENUZZA N° 695,SAN JAVIER (MI),SAN JAVIER (MI),MISIONES,N3357,,,,03/11/2006,TRABAJO
31229,COOP DE TRABAJO COOPECER LTDA,MONOBLOCK 21 II piso PA Of/Dto/Loc:B B° PEDRO BURGOS,AZUL,AZUL,BUENOS AIRES,B7300,,,,03/11/2006,TRABAJO
31230,"COOP DE VIVIENDA Y CONSUMO ""ECOBARRIO"" LTDA",CALLE 160 N° 512,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,03/11/2006,VIVIENDA Y CONSTRUCCION - CONSUMO
31231,"COOP DE TRABAJO ""IPACARAI"" LTDA",CANALE N° 1324,TRISTAN SUAREZ,EZEIZA,BUENOS AIRES,B1806,,,,03/11/2006,TRABAJO
31232,"COOP DE TRABAJO ""LA ROJA"" LTDA",EMILIO LAMARCA N° 356,MAQUINISTA F SAVIO,ESCOBAR,BUENOS AIRES,B1619,,,,03/11/2006,TRABAJO
31233,"COOP DE TRABAJO ""LIBERTAD"" LTDA",SOCRATES N° 348,LUJAN,LUJAN,BUENOS AIRES,B6700,,,,03/11/2006,TRABAJO
31234,"COOP DE TRABAJO ""INDUMENTARIA TARRAS"" LTDA",CALLE 162 NORTE N° 2045,BERISSO,BERISSO,BUENOS AIRES,B1923,,,,03/11/2006,TRABAJO
31235,"COOP DE TRABAJO ""SONA"" LTDA",CABO 1º RODRIGUEZ Y CORDOBA,LA RIOJA,CAPITAL (LR),LA RIOJA,F5300,,,,03/11/2006,TRABAJO
31236,COOP DE TRABAJO VENJO LTDA,ARAUJO N° 2392 B° MATADEROS,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1440,,,,03/11/2006,TRABAJO
31237,"COOP AGROPECUARIA, GRANJERA Y AVICOLA ""SAN ANTONIO"" LTDA","LUIS PASTEURS N° 214 B° CENTRO SUR, LOC: EL MODELO",ARGENTINA (508),COPO,SANTIAGO DEL ESTERO,G0,,,,03/11/2006,AGROPECUARIA
31238,"COOP AGROPECUARIA ""LA SOLEDAD"" LTDA",SIN DATOS CALLE,LA SOLEDAD (518),RIO HONDO,SANTIAGO DEL ESTERO,G4225,,,,03/11/2006,AGROPECUARIA
31239,"COOP DE TRABAJO ""MERCOPLA"" LTDA (MERCADO CONCENTRADOR PLATENSE LTDA.)",CALLE 167 E/ 57 Y 56,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,06/11/2006,TRABAJO
31240,"COOP DE TRABAJO ""GUIAS DE TURISMO LUJANENESE"" LTDA",ANDRADE N° 1477,LUJAN,LUJAN,BUENOS AIRES,B6700,,,,06/11/2006,TRABAJO
31241,COOP DE TRABAJO TODO CUEROS LTDA,AVENIDA SAN MARTIN N° 1555,FLORENCIO VARELA,FLORENCIO VARELA,BUENOS AIRES,B1888,,,,06/11/2006,TRABAJO
31242,COOP DE TRABAJO LOS REYES DE LA PODA LTDA,CALLE 3 E/ 54 Y 56,MERCEDES (BA),MERCEDES (BA),BUENOS AIRES,B6600,,,,06/11/2006,TRABAJO
31243,COOP DE TRABAJO LAZOS SOLIDARIOS LTDA,CALLE 841 N° 2178,SAN FRANCISCO SOLANO,QUILMES,BUENOS AIRES,B1881,,,,06/11/2006,TRABAJO
31244,"COOP DE TRABAJO ""SUTOR"" LTDA",CALLE 28 Y 17,25 DE MAYO,25 DE MAYO (BA),BUENOS AIRES,B6660,,,,06/11/2006,TRABAJO
31245,COOP DE TRABAJO LOMA VERDE - ESCOBAR LTDA,"CALLE CONDE Y FORLI B° QUINTA NINIVE, RUTA 9 KM 55",LOMA VERDE (E),ESCOBAR,BUENOS AIRES,B1625,,,,06/11/2006,TRABAJO
31246,COOP DE TRABAJO CONSTRUYENDO EL FUTURO DE GRANDEZA LTDA,VIRGILIO N° 4489,MORON,MORON,BUENOS AIRES,B1708,,,,06/11/2006,TRABAJO
31247,COOP DE VIVIENDA JUDICIALES DE LA MATANZA LTDA,CENTENERA N° 3629,SAN JUSTO (BA),LA MATANZA,BUENOS AIRES,B1754,,,,06/11/2006,VIVIENDA Y CONSTRUCCION
31248,COOP APICOLA QUALITAS LTDA,DEAN GREGORIO FUNES N° 3838,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,B7600,,,,06/11/2006,DE PROVISION
31249,COOP DE TRABAJO MARZUR LTDA,SCALABRINI ORTIZ N° 1500,BERAZATEGUI,BERAZATEGUI,BUENOS AIRES,B1884,,,,06/11/2006,TRABAJO
31250,"COOP DE TRABAJO ""MANOBSOL"" LTDA",GRANADEROS N° 651,BECCAR,SAN ISIDRO,BUENOS AIRES,B1643,,,,07/11/2006,TRABAJO
31251,COOP DE TRABAJO TOTAL MADERERA LTDA,PADRE BERTI N° 120,PERGAMINO,PERGAMINO,BUENOS AIRES,B2700,,,,07/11/2006,TRABAJO
31252,"""COOP DE VIVIENDA LA NUEVA FUERZA LTDA""",AV. POLLEDO N° 3038 B° SAN CAYETANO,RAFAEL CASTILLO,LA MATANZA,BUENOS AIRES,B1755,,,,07/11/2006,VIVIENDA Y CONSTRUCCION
31253,COOP DE TRABAJO CRISOL LTDA,FLORIDA N° 253 piso 9 Of/Dto/Loc:6,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1349,,,,07/11/2006,TRABAJO
31254,"COOP DE VIVIENDA, CREDITO Y CONSUMO FEDERALCOOP LTDA",SALTA N° 781,SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T4000,,,,07/11/2006,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
31255,"COOP DE VIVIENDA, CREDITO Y CONSUMO MERCURIO LTDA",RIVADAVIA N° 498,ARROYO CABRAL,GENERAL SAN MARTIN (CBA),CORDOBA,X5917,,,,07/11/2006,VIVIENDA Y CONSTRUCCION - CREDITO Y CONSUMO
31256,"COOP DE TRABAJO ""MANUEL SALVADOR"" LTDA",CALLE 195 N° 652,BERNAL,QUILMES,BUENOS AIRES,B1876,,,,07/11/2006,TRABAJO
31257,"COOP AGROPECUARIA ""TOBANTIRENDA"" LTDA",DIAGONAL 25 DE MAYO N° 58,AGUARAY,GENERAL JOSE DE SAN MARTIN,SALTA,A4566,,,,07/11/2006,AGROPECUARIA
31258,"COOP DE PROVISION DE SERVICIOS PARA TRANSPORTISTAS ""LOS VALLES"" LTDA",PASAJE FRIAS N° 559,CAFAYATE,CAFAYATE,SALTA,A4427,,,,07/11/2006,DE PROVISION
31259,"""COOP AGROPECUARIA Y TAMBERA RIO DE LOS SAUCES LTDA""",ESTANISLAO SILVA B° BARRIO COLON,VILLA DOLORES (CBA),SAN JAVIER (CBA),CORDOBA,X5870,,,,07/11/2006,AGROPECUARIA
31260,COOP DE TRABAJO SABORIN HG LTDA,12 DE OCTUBRE N° 3432 piso 2º Of/Dto/Loc:6,MAR DEL PLATA,GENERAL PUEYRREDON,BUENOS AIRES,B7600,,,,07/11/2006,TRABAJO
31261,"COOP DE TRABAJO TEKOHA (""LA TIERRA SIN MAL"") LTDA",BUENOS AIRES N° 1997,POSADAS,CAPITAL (MI),MISIONES,N3300,,,,08/11/2006,TRABAJO
31262,"COOP DE SERVICIOS PUBLICOS COMUNITARIOS ""SAN LORENZO (A) LTDA""",CALLE 164 SEC 10 L. 3 MZ D B° SAN LORENZO,POSADAS,CAPITAL (MI),MISIONES,N3300,,,,08/11/2006,SERVICIOS PUBLICOS
31263,COOP DE VIVIENDA TUPAC AMARU LTDA,"PIEDRA BUENA Y HUBAC B° MZ 27, CASA 2",C. Autonoma de Bs As,,CAPITAL FEDERAL,C1439,,,,08/11/2006,VIVIENDA Y CONSTRUCCION
31264,COOP LAR DE TRABAJO LTDA,"CALLE 120 Y 95, CHACRA 231",POSADAS,CAPITAL (MI),MISIONES,N3300,,,,08/11/2006,TRABAJO
31265,COOP DE TRABAJO PMACO LTDA,CARLOS ENCINA N° 632 Of/Dto/Loc:3,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1408,coop_maco@hotmail.com,,30-71016451-3,08/11/2006,TRABAJO
31266,COOP DE VIVIENDA VECINAL FRIAS LTDA,EUSTOQUIO FRIAS N° 335,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1414,,,,08/11/2006,VIVIENDA Y CONSTRUCCION
31267,"COOP DE VIVIENDA ""CONSTRUIR LEY 341"" LTDA",NICASO OROÑO N° 2106,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1416,,,,09/11/2006,VIVIENDA Y CONSTRUCCION
31268,"COOP DE TRABAJO, CONSTRUCCION Y MANTENIMIENTO EDILICIO JOSUE LTDA",IRIARTE N° 3537,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1437,,,,09/11/2006,TRABAJO
31269,"COOP DE TRABAJO DE RECOLECTORES DE PAPELES, CARTONES Y AFINES ""DE LA NUEVA ERA"" LTDA","MZ A, LOTE 14 B° TIRO FEDERAL",SAN MIGUEL DE TUCUMAN,CAPITAL (TUC),TUCUMAN,T4000,,,,09/11/2006,TRABAJO
31270,COOP DE PROVISION DE SERVICIOS PARA TRANSPORTISTAS RURALES DE PASAJEROS Y TAXIS NUEVO HORIZONTE LTDA,TERMINAL DE OMNIBUS,SANTA ANA (TUC),RIO CHICO (TU),TUCUMAN,T4155,,,,09/11/2006,DE PROVISION
31271,"COOP DE TRABAJO MINERO ""EL MORENO"" LTDA",SAN DATOS CALLE B° C/P NO ENCONTRADO,EL MORENO,TUMBAYA,JUJUY,Y0,,,,09/11/2006,TRABAJO
31272,COOP DE TRABAJO 25 DE FEBRERO LTDA,AV. PUJOL (TORRE 2) N° 2358 piso 8 Of/Dto/Loc:A,CORRIENTES,CAPITAL (CTE),CORRIENTES,W3400,,,,09/11/2006,TRABAJO
31273,"COOP AGROPECUARIA Y VIVIENDA ""UNION CAMPESINA"" DE BERNARDO DE IRIGOYEN LTDA",PJE. TRES VECINOS,BERNARDO DE IRIGOYEN (MI),GENERAL MANUEL BELGRANO (MN),MISIONES,N3366,,,,09/11/2006,AGROPECUARIA
31274,"COOP DE PROVISION DE SERVICIOS ""EVOLUCION"" LTDA",PASAJE LOS ALAMOS N° 1050,PERITO MORENO,LAGO BUENOS AIRES,SANTA CRUZ,Z9040,,,,09/11/2006,DE PROVISION
31275,COOP DE VIVIENDA Y SERVICIOS ASISTENCIALES DE DISCAPACITADOS ARGENTINA LTDA,PINTOR MUSTO N° 570 piso 1 Of/Dto/Loc:11,ROSARIO,ROSARIO,SANTA FE,S2000,,,,09/11/2006,VIVIENDA Y CONSTRUCCION
31276,"COOP DE TRABAJO ""YEMENI"" LTDA",COCHABAMBA N° 239 Of/Dto/Loc:E,ROSARIO,ROSARIO,SANTA FE,S2000,,,,09/11/2006,TRABAJO
31277,"GLOBALCOOP COOP DE CREDITO, VIVIENDA Y CONSUMO LTDA",AVDA. SAN JUAN N° 2767 piso 2 Of/Dto/Loc:B,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1232,,,,09/11/2006,CREDITO - VIVIENDA
31278,"COOP DE VIVIENDA ""24 DE JULIO"" LTDA",DISARLI N° 555,RADA TILLY,ESCALANTE,CHUBUT,U9001,,,,09/11/2006,VIVIENDA Y CONSTRUCCION
31279,"COOP DE VIVIENDA, URBANIZACION, SERVICIOS PUBLICOS Y CONSUMO ""VIRGEN DE SAN NICOLAS"" LTDA","MZ I, CASA 10 B° LOC: LIBRO NO DICE",3 DE MAYO,LAVALLE (MZ),MENDOZA,M0,,,,10/11/2006,VIVIENDA Y CONSTRUCCION - CONSUMO
31280,"COOP DE TRABAJO DE CARPINTERIA DE OBRA Y ARTISTICA ""LOS GUCHEAS"" LTDA",RUTA NAC. 38 KM. 1471,ALTO VERDE (272),CHICLIGASTA,TUCUMAN,T4153,,,,10/11/2006,TRABAJO
31281,COOP APICULTORES UNIDOS LTDA,,,,SANTA FE,ACP,,,,10/11/2006,DE PROVISION
31282,COOP DE TRABAJO RUTA 5 LTDA,ITUZAINGO N° 1963,MORENO,MORENO (BA),BUENOS AIRES,B1744,,,,10/11/2006,TRABAJO
31283,"COOP DE TRABAJO ""GUARDAPARQUES NACIONALES"" LTDA",BARTOLOME MITRE N° 1021,SAN C. DE BARILOCHE,BARILOCHE,RIO NEGRO,R8400,,,,23/11/2006,TRABAJO
31284,COOP DE TRABAJO DIGNIDAD ABORIGEN LTDA,ESPAÑA N° 183,LA QUIACA,YAVI,JUJUY,Y4650,,,,27/11/2006,TRABAJO
31285,"COOP DE TRABAJO ""26 DE JULIO DE 1952"" LTDA",GUALEGUAY N° 1184,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1165,,,,27/11/2006,TRABAJO
31286,"COOP DE TRABAJO ""ACTITUD PORTEÑA"" LTDA",SOLDADO DE LA FRONTERA N° 4978 piso 8 Of/Dto/Loc:A,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1439,,,,27/11/2006,TRABAJO
31287,COOP DE TRABAJO CANAS AL VIENTO LTDA,GALARZA N° 617 piso 1,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RIOS,E3260,,,,27/11/2006,TRABAJO
31288,COOP DE TRABAJO DIEGO CHIRI LTDA,ESPAÑA N° 183,LA QUIACA,YAVI,JUJUY,Y4650,,,,27/11/2006,TRABAJO
31289,"COOP DE TRABAJO ""LOS 16"" LTDA",MAGDALENA N° 1874,FLORENCIO VARELA,FLORENCIO VARELA,BUENOS AIRES,B1888,,,,27/11/2006,TRABAJO
31290,COOP DE TRABAJO SUMANDO AL PROGRESO LTDA,AV. URUGUAY,COLONIA ALBERDI (Obera),OBERA,MISIONES,N3361,,,,27/11/2006,TRABAJO
31291,COOP DE TRABAJO PATEANDO BARRO LTDA,LOTE 18,COLONIA ALBERDI (Obera),OBERA,MISIONES,N3361,,,,27/11/2006,TRABAJO
31292,"COOP DE TRABAJO ""LOS HORNEROS DE DELICIA"" LTDA",EVA PERON N° 60,COLONIA DELICIA,EL DORADO,MISIONES,N3381,,,,27/11/2006,TRABAJO
31293,"COOP DE TRABAJO ""CONSTRUIR SUEÑOS"" LTDA",CALLE 17 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,27/11/2006,TRABAJO
31294,"COOP DE TRABAJO ""EL NUEVO MILENIO"" LTDA",CALLE 17 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,27/11/2006,TRABAJO
31295,"COOP DE TRABAJO ""CONSTRUYENDO NUESTRO FUTURO"" LTDA",CALLE 17 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,27/11/2006,TRABAJO
31296,"COOP DE TRABAJO ""LA NUEVA ESPERANZA"" LTDA",CALLE 17 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,27/11/2006,TRABAJO
31297,"COOP DE TRABAJO ""EL BOYERO DE DELICIA"" LTDA",EVA PERON N° 60,COLONIA DELICIA,EL DORADO,MISIONES,N3381,,,,27/11/2006,TRABAJO
31298,COOP DE TRABAJO UNION LTDA,AV. PTE. H. YRIGOYEN,WANDA,IGUAZU,MISIONES,N3376,,,,27/11/2006,TRABAJO
31299,COOP DE TRABAJO WANDA LTDA,AV. PTE. H. YRIGOYEN,WANDA,IGUAZU,MISIONES,N3376,,,,27/11/2006,TRABAJO
31300,"COOP DE TRABAJO ""INMACULADA CONCEPCION"" LTDA",BARRIO LA GRANJA,RIO SECO,MONTEROS,TUCUMAN,T4145,,,,27/11/2006,TRABAJO
31301,"COOP DE TRABAJO ""LAS ROSAS"" LTDA",JUAN BAUTISTA ALBERDI,RIO SECO,MONTEROS,TUCUMAN,T4145,,,,27/11/2006,TRABAJO
31302,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS VII"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31303,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS V"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31304,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS IV"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31305,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS III"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31306,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS II"" LTDA",AVENIDA DEL EXODO N° 215,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31307,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS I"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31308,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS VI"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31309,"COOP DE TRABAJO ""JUJEÑOS SOLIDARIOS VIII"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31310,"COOP DE TRABAJO ""SOLIDARIOS EL PROGRESO"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31311,"COOP DE TRABAJO ""SOLIDARIOS NUEVA CIUDAD"" LTDA",SAN MARTIN N° 50,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31312,COOP DE TRABAJO DR. RAMON CARRILLO LTDA,RIO DE JANEIRO N° 891,FLORENCIO VARELA,FLORENCIO VARELA,BUENOS AIRES,B1888,,,,28/11/2006,TRABAJO
31313,"COOP DE TRABAJO ""LAS HORMIGAS DE DELICIA"" LTDA",EVA PERON N° 60,COLONIA DELICIA,EL DORADO,MISIONES,N3381,,,,28/11/2006,TRABAJO
31314,"COOP DE TRABAJO ""ESPERANZA UNIDA DE LA PLATA"" LTDA",CALLE 7 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,28/11/2006,TRABAJO
31315,"COOP DE TRABAJO ""OBREROS EN ACCION"" LTDA",CALLE 7 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,28/11/2006,TRABAJO
31316,"COOP DE TRABAJO ""TRABAJDORES AL FRENTE"" LTDA",CALLE 7 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,28/11/2006,TRABAJO
31317,"COOP DE TRABAJO ""IMAGEN DE BERISSO"" LTDA",MONTEVIDEO Y NUEVA YORK piso 2º,BERISSO,BERISSO,BUENOS AIRES,B1923,,(0221) 464-5010,,28/11/2006,TRABAJO
31318,"COOP DE TRABAJO ""TRABAJADORES DE LA ENSENADA"" LTDA",CALLE 7 N° 815,LA PLATA,LA PLATA,BUENOS AIRES,B1900,,,,28/11/2006,TRABAJO
31319,COOP DE TRABAJO 17 DE OCTUBRE LTDA,CANALE N° 5221,SAN JOSE (BA-BROWN),ALMIRANTE BROWN (BA),BUENOS AIRES,B1834,,,,28/11/2006,TRABAJO
31320,COOP DE TRABAJO PATRIA GRANDE LTDA,CHUBUT N° 280,CLAYPOLE,ALMIRANTE BROWN (BA),BUENOS AIRES,B1849,,,,28/11/2006,TRABAJO
31321,COOP DE TRABAJO SAN JOSE OBRERO LTDA,CANALE N° 5382,SAN JOSE (BA-BROWN),ALMIRANTE BROWN (BA),BUENOS AIRES,B1834,,,,28/11/2006,TRABAJO
31322,COOP DE TRABAJO SAN FRANCISCO SOLANO LTDA,BYNNON Y TORCAZA,SAN JOSE (BA-BROWN),ALMIRANTE BROWN (BA),BUENOS AIRES,B1834,,,,28/11/2006,TRABAJO
31323,COOP DE TRABAJO JUANA AZURDUY LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31324,"COOP DE TRABAJO ""TRABAJO Y DIGNIDAD"" LTDA",VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31325,COOP DE TRABAJO TIERRA Y LIBERTAD LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31326,COOP DE TRABAJO FLOR DEL CEIBO LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31327,COOP DE TRABAJO HASTA LA VICTORIA LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31328,COOP DE TRABAJO EL MILAGRO LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,28/11/2006,TRABAJO
31329,COOP DE TRABAJO LUCHANDO POR UN CAMBIO LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31330,COOP DE TRABAJO HORIZONTE LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31331,COOP DE TRABAJO ERNESTO GUEVARA LTDA,VIRREY TOLDEO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31332,COOP DE TRABAJO KOSTEQUI VIVE LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31333,COOP DE TRABAJO SOLDADOS DEL PUEBLO LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31334,COOP DE TRABAJO NUEVO RUMBO LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31335,COOP DE TRABAJO CEBIL LTDA,VIRREY TOLEDO N° 44,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31336,COOP DE TRABAJO FRATERNIDAD LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31337,COOP DE TRABAJO EL NUEVO PORVENIR LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31338,COOP DE TRABAJO 20 DE SEPTIEMBRE LTDA,VIRREY TOLEDO N° 178,SAN SALVADOR DE JUJUY,DR MANUEL BELGRANO,JUJUY,Y4600,,,,29/11/2006,TRABAJO
31339,COOP DE TRABAJO UNIDOS POR LA SALUD LTDA,AV. QUINQUELA MARTIN N° 1150,FLORENCIO VARELA,FLORENCIO VARELA,BUENOS AIRES,B1888,,,,29/11/2006,TRABAJO
31340,"COOP DE TRABAJO ""CORRIENTE DE TRABAJO PORTEÑA"" LTDA",MANUELA PEDRAZA N° 5932,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1429,,,,29/11/2006,TRABAJO
31341,"COOP DE TRABAJO ""ESPERANZA DE BUENOS AIRES"" LTDA",ZUVIRÍA N° 653 piso 6º Of/Dto/Loc:A,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1407,,,,29/11/2006,TRABAJO
31342,"COOP DE TRABAJO ""ACTITUD"" LTDA",FOURNIER N° 3043,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1437,,,,29/11/2006,TRABAJO
31343,"COOP DE TRABAJO ""CAMINO SOLIDARIO"" LTDA",DRAGONES N° 5371,GONZALEZ CATAN,LA MATANZA,BUENOS AIRES,B1759,,,,29/11/2006,TRABAJO
31344,"COOP DE TRABAJO ""PAN, PAZ Y TRABAJO"" LTDA",HOLMBERG N° 2540 piso 1 Of/Dto/Loc:6,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1430,,,,29/11/2006,TRABAJO
31345,COOP DE TRABAJO JUAN CARLOS KIST LTDA,UKRANIA N° 3021 B° VILLA DEVOTO,C. Autonoma de Bs As,,CAPITAL FEDERAL,C1417BRC,,,,29/11/2006,TRABAJO
31346,COOP DE TRABAJO GENESIS LTDA,PERU N° 2430,SAN JUSTO (BA),LA MATANZA,BUENOS AIRES,B1754,,,,29/11/2006,TRABAJO
